image,scab,healthy,frog_eye_leaf_spot,complex,rust,powdery_mildew
elastic_images/elastic_frog_eye_leaf_spot_11814.png,0,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_13322.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1640.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8168.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_7781.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_13233.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_4108.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_13356.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3506.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14154.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_83.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_163.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_11940.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_2759.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_9705.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6994.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8217.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6784.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_4634.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_6290.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_5908.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14237.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_13007.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_10895.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14239.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8542.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12395.png,0,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_124.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_4947.png,0,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_8024.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1092.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1352.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_413.png,0,0,1,0,1,0
elastic_images/elastic_frog_eye_leaf_spot_2986.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3888.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8802.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14541.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12203.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_11268.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_7085.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_9330.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8781.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_4168.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3442.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_4382.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_9864.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_2521.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_3371.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14119.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6463.png,0,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_13469.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6364.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_11665.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14298.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_9153.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_9545.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14012.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6903.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_10348.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3188.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_13203.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_5438.png,0,0,1,0,1,0
elastic_images/elastic_frog_eye_leaf_spot_629.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8356.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1548.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_5931.png,0,0,1,0,1,0
elastic_images/elastic_frog_eye_leaf_spot_12347.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_5852.png,0,0,1,0,1,0
elastic_images/elastic_frog_eye_leaf_spot_8023.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_9335.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6229.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12408.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8216.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_10501.png,0,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_3793.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_9498.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12747.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_5512.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12788.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_2718.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8855.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6619.png,1,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_11641.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_11322.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14422.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14101.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12710.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6941.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_2151.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8966.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_6701.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_10244.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_5663.png,0,0,1,0,1,0
elastic_images/elastic_frog_eye_leaf_spot_13875.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_598.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1424.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_4513.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1840.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8665.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_7318.png,1,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_14212.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_920.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_11549.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_12373.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8666.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3263.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_458.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3780.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_1398.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_8339.png,0,0,1,1,0,0
elastic_images/elastic_frog_eye_leaf_spot_3930.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_3712.png,0,0,1,0,0,0
elastic_images/elastic_frog_eye_leaf_spot_444.png,0,0,1,0,0,0
elastic_images/elastic_powdery_mildew_12579.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8288.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9312.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3340.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4800.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5469.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4107.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14104.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2406.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1213.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8031.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5682.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7477.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3043.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14862.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_1519.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10495.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_239.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11296.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2707.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9829.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2033.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13143.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5255.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8239.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9722.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1704.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1708.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_12786.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8809.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_74.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2032.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5990.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10733.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2273.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6006.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_1250.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_10464.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11923.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4204.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10258.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12003.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_1330.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10896.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7723.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5003.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1148.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5510.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4418.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6670.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10706.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5258.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2929.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13896.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7101.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11217.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3783.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12674.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11143.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8821.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7374.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13353.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8749.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12161.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_415.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9748.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3595.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13846.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9621.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12499.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9227.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5328.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12092.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13398.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10335.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8038.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9806.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10937.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3278.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8112.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6521.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13801.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11371.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8770.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_2975.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14098.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4116.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_7674.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6245.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6705.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3658.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13715.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3887.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7986.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14802.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5483.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2754.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13842.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12419.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3891.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7541.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4496.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9361.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14842.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4295.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13725.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1683.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4429.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6114.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6844.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6201.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_900.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11291.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8841.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9303.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_7242.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10261.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_891.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2019.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12909.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6836.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12895.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4608.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10152.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9968.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2817.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12054.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13947.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14015.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1515.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9272.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7590.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_8011.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3259.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5561.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2116.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2228.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3064.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7031.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9251.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8938.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8715.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12758.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13394.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_5220.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10626.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_11327.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9739.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9996.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1052.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10270.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7553.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6158.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13411.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11871.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_11561.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7697.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3173.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11168.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1070.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2779.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14151.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11005.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7157.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14096.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10674.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14100.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2784.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14084.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8145.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2237.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3044.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12866.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5973.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11201.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_672.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_10368.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4731.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11482.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6778.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13666.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6533.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6916.png,0,0,0,1,0,1
elastic_images/elastic_powdery_mildew_6396.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7845.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11842.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2185.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8888.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2175.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8472.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_12697.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14519.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_9638.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8922.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3899.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1793.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1680.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4687.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11884.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_5666.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_10914.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_3791.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8100.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2983.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13861.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_14877.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4470.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7078.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_11975.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1431.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1053.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_1015.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_6684.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7809.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_4076.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_8393.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_13626.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_7764.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_2670.png,0,0,0,0,0,1
elastic_images/elastic_powdery_mildew_126.png,0,0,0,0,0,1
